filename,img_source,row,col,x,y,w,h,area,digit_label
img1_r013_c008.png,1,13,8,990,822,26,37,302,
img1_r013_c009.png,1,13,9,1055,811,28,55,896,
img1_r013_c010.png,1,13,10,1099,809,20,26,193,
img1_r013_c011.png,1,13,11,1392,816,20,19,286,
img1_r013_c012.png,1,13,12,1468,803,14,35,202,
img1_r013_c013.png,1,13,13,1579,814,31,30,277,
img1_r013_c014.png,1,13,14,1653,806,22,42,345,
img1_r013_c015.png,1,13,15,1753,799,22,49,367,
img1_r013_c016.png,1,13,16,1841,793,30,44,427,
img1_r013_c017.png,1,13,17,1902,793,21,47,527,
img1_r013_c018.png,1,13,18,1980,809,14,38,231,
img1_r013_c019.png,1,13,19,2032,792,22,42,546,
img1_r013_c020.png,1,13,20,2094,776,23,42,238,
img1_r013_c021.png,1,13,21,2961,771,52,90,634,
img1_r013_c022.png,1,13,22,2966,812,21,56,258,
img1_r014_c000.png,1,14,0,169,892,20,46,316,
img1_r014_c001.png,1,14,1,371,915,29,29,603,
img1_r014_c002.png,1,14,2,567,911,32,34,348,
img1_r014_c003.png,1,14,3,663,907,21,41,321,
img1_r014_c004.png,1,14,4,797,916,27,45,398,
img1_r014_c005.png,1,14,5,987,905,30,20,133,
img1_r014_c006.png,1,14,6,1056,896,28,52,832,
img1_r014_c007.png,1,14,7,1110,890,21,30,248,
img1_r014_c008.png,1,14,8,1372,890,24,31,333,
img1_r014_c009.png,1,14,9,1586,877,30,35,312,
img1_r014_c010.png,1,14,10,1658,886,24,38,357,
img1_r014_c011.png,1,14,11,1752,880,28,40,292,
img1_r014_c012.png,1,14,12,1869,887,27,37,402,
img1_r014_c013.png,1,14,13,1913,876,23,46,540,
img1_r014_c014.png,1,14,14,1978,878,25,13,122,
img1_r014_c015.png,1,14,15,2041,872,21,50,693,
img1_r014_c016.png,1,14,16,2100,862,28,46,258,
img1_r014_c017.png,1,14,17,2979,916,33,22,235,
img1_r015_c000.png,1,15,0,159,949,25,52,391,
img1_r015_c001.png,1,15,1,902,927,15,30,171,
img1_r015_c002.png,1,15,2,2061,955,22,50,726,
img1_r015_c003.png,1,15,3,2099,951,22,27,241,
img1_r016_c000.png,1,16,0,14,1022,35,13,127,
img1_r016_c001.png,1,16,1,137,1012,38,59,351,
img1_r016_c002.png,1,16,2,370,1002,23,23,337,
img1_r016_c003.png,1,16,3,457,994,13,36,227,
img1_r016_c004.png,1,16,4,572,996,30,35,333,
img1_r016_c005.png,1,16,5,669,985,16,42,309,
img1_r016_c006.png,1,16,6,707,986,22,45,197,
img1_r016_c007.png,1,16,7,793,990,39,39,507,
img1_r016_c008.png,1,16,8,890,1002,18,26,305,
img1_r016_c009.png,1,16,9,1069,986,24,48,595,
img1_r016_c010.png,1,16,10,1112,971,23,30,238,
img1_r016_c011.png,1,16,11,1392,986,27,42,848,
img1_r016_c012.png,1,16,12,1587,974,27,32,217,
img1_r016_c013.png,1,16,13,1674,982,28,41,442,
img1_r016_c014.png,1,16,14,1768,971,19,54,300,
img1_r016_c015.png,1,16,15,1790,978,16,25,123,
img1_r016_c016.png,1,16,16,1872,975,34,43,576,
img1_r016_c017.png,1,16,17,1935,994,15,27,186,
img1_r016_c018.png,1,16,18,3002,989,29,25,173,
img1_r017_c000.png,1,17,0,31,1050,31,20,124,
img1_r017_c001.png,1,17,1,101,1090,28,11,128,
img1_r017_c002.png,1,17,2,142,1069,23,55,301,
img1_r017_c003.png,1,17,3,369,1077,30,42,920,
img1_r017_c004.png,1,17,4,542,1083,34,32,324,
img1_r017_c005.png,1,17,5,655,1075,21,39,337,
img1_r017_c006.png,1,17,6,739,1071,21,24,120,
img1_r017_c007.png,1,17,7,809,1071,29,45,409,
img1_r017_c008.png,1,17,8,820,1070,23,10,134,
img1_r017_c009.png,1,17,9,908,1090,20,35,310,
img1_r017_c010.png,1,17,10,987,1072,19,39,160,
img1_r017_c011.png,1,17,11,1064,1055,30,59,996,
img1_r017_c012.png,1,17,12,1116,1059,27,28,313,
img1_r017_c013.png,1,17,13,1401,1073,25,41,762,
img1_r017_c014.png,1,17,14,1478,1077,13,35,191,
img1_r017_c015.png,1,17,15,1585,1077,32,36,236,
img1_r017_c016.png,1,17,16,1680,1077,19,38,311,
img1_r017_c017.png,1,17,17,1778,1084,25,43,215,
img1_r017_c018.png,1,17,18,1877,1078,34,44,550,
img1_r017_c019.png,1,17,19,1944,1096,17,27,213,
img1_r017_c020.png,1,17,20,2070,1059,24,58,867,
img1_r017_c021.png,1,17,21,2109,1058,18,30,230,
img1_r018_c000.png,1,18,0,47,1111,36,12,171,
img1_r018_c001.png,1,18,1,2115,1150,18,30,236,
img1_r019_c000.png,1,19,0,125,1152,23,42,213,
img1_r019_c001.png,1,19,1,380,1174,25,26,466,
img1_r019_c002.png,1,19,2,467,1172,10,30,187,
img1_r019_c003.png,1,19,3,550,1176,30,32,339,
img1_r019_c004.png,1,19,4,654,1169,21,45,378,
img1_r019_c005.png,1,19,5,725,1166,20,44,296,
img1_r019_c006.png,1,19,6,747,1171,17,26,142,
img1_r019_c007.png,1,19,7,808,1174,35,45,582,
img1_r019_c008.png,1,19,8,900,1167,25,52,665,
img1_r019_c009.png,1,19,9,1000,1175,28,27,157,
img1_r019_c010.png,1,19,10,1077,1168,22,49,374,
img1_r019_c011.png,1,19,11,1118,1156,21,51,207,
img1_r019_c012.png,1,19,12,1271,1194,37,14,163,
img1_r019_c013.png,1,19,13,1401,1177,22,25,383,
img1_r019_c014.png,1,19,14,1456,1178,71,95,1033,
img1_r019_c015.png,1,19,15,1567,1180,25,33,235,
img1_r019_c016.png,1,19,16,1663,1177,26,46,404,
img1_r019_c017.png,1,19,17,1768,1174,11,29,154,
img1_r019_c018.png,1,19,18,1790,1185,22,16,129,
img1_r019_c019.png,1,19,19,1873,1181,28,31,351,
img1_r019_c020.png,1,19,20,1942,1188,20,25,363,
img1_r019_c021.png,1,19,21,2070,1157,31,54,962,
img1_r019_c022.png,1,19,22,2216,1210,25,20,131,
img1_r019_c023.png,1,19,23,2337,1175,34,12,149,
img1_r020_c000.png,1,20,0,41,1251,39,22,147,
img1_r020_c001.png,1,20,1,124,1236,21,54,407,
img1_r020_c002.png,1,20,2,365,1260,24,33,508,
img1_r020_c003.png,1,20,3,530,1275,28,31,299,
img1_r020_c004.png,1,20,4,638,1274,21,39,314,
img1_r020_c005.png,1,20,5,746,1266,16,27,171,
img1_r020_c006.png,1,20,6,820,1266,38,44,521,
img1_r020_c007.png,1,20,7,913,1254,26,53,611,
img1_r020_c008.png,1,20,8,1083,1250,26,52,875,
img1_r020_c009.png,1,20,9,1134,1243,25,20,178,
img1_r020_c010.png,1,20,10,1409,1276,22,23,382,
img1_r020_c011.png,1,20,11,1573,1283,33,21,159,
img1_r020_c012.png,1,20,12,1664,1283,23,39,335,
img1_r020_c013.png,1,20,13,1759,1283,17,25,147,
img1_r020_c014.png,1,20,14,1783,1289,19,18,120,
img1_r020_c015.png,1,20,15,1866,1279,29,42,458,
img1_r020_c016.png,1,20,16,2078,1256,29,51,821,
img1_r020_c017.png,1,20,17,2131,1250,22,30,272,
img1_r021_c000.png,1,21,0,112,1295,29,63,453,
img1_r021_c001.png,1,21,1,468,1350,16,46,283,
img1_r021_c002.png,1,21,2,792,1330,37,26,203,
img1_r021_c003.png,1,21,3,932,1350,18,51,534,
img1_r021_c004.png,1,21,4,936,1296,32,25,165,
img1_r021_c005.png,1,21,5,1055,1303,22,22,143,
img1_r021_c006.png,1,21,6,1102,1335,24,58,467,
img1_r021_c007.png,1,21,7,1112,1299,23,30,125,
img1_r021_c008.png,1,21,8,1138,1301,24,23,180,
img1_r021_c009.png,1,21,9,1142,1335,19,55,229,
img1_r021_c010.png,1,21,10,1168,1303,23,26,165,
img1_r021_c011.png,1,21,11,1176,1340,14,29,154,
img1_r021_c012.png,1,21,12,1944,1299,12,22,142,
img1_r021_c013.png,1,21,13,1996,1354,25,48,173,
img1_r021_c014.png,1,21,14,2128,1356,24,22,206,
img1_r022_c000.png,1,22,0,368,1367,19,20,261,
img1_r022_c001.png,1,22,1,541,1360,27,32,305,
img1_r022_c002.png,1,22,2,572,1419,35,16,136,
img1_r022_c003.png,1,22,3,616,1377,44,39,471,
img1_r022_c004.png,1,22,4,732,1366,35,45,549,
img1_r022_c005.png,1,22,5,834,1367,23,40,322,
img1_r022_c006.png,1,22,6,1069,1407,35,14,163,
img1_r022_c007.png,1,22,7,1111,1396,15,26,134,
img1_r022_c008.png,1,22,8,1170,1399,19,25,144,
img1_r022_c009.png,1,22,9,1406,1362,27,34,700,
img1_r022_c010.png,1,22,10,1573,1363,16,28,176,
img1_r022_c011.png,1,22,11,1664,1375,27,42,370,
img1_r022_c012.png,1,22,12,1759,1367,19,53,261,
img1_r022_c013.png,1,22,13,1863,1377,36,42,483,
img1_r022_c014.png,1,22,14,1936,1389,15,28,198,
img1_r022_c015.png,1,22,15,2071,1360,31,49,770,
img1_r023_c000.png,1,23,0,82,1421,46,38,396,
img1_r023_c001.png,1,23,1,849,1467,29,55,443,
img1_r023_c002.png,1,23,2,912,1431,33,24,212,
img1_r023_c003.png,1,23,3,989,1433,31,25,141,
img1_r023_c004.png,1,23,4,1038,1456,28,51,427,
img1_r023_c005.png,1,23,5,1075,1436,19,25,132,
img1_r023_c006.png,1,23,6,1102,1452,30,59,940,
img1_r023_c007.png,1,23,7,1151,1454,25,28,192,
img1_r023_c008.png,1,23,8,1205,1426,26,24,145,
img1_r023_c009.png,1,23,9,1408,1455,21,30,441,
img1_r023_c010.png,1,23,10,1558,1459,30,33,300,
img1_r023_c011.png,1,23,11,1666,1459,21,41,334,
img1_r023_c012.png,1,23,12,1760,1453,36,44,443,
img1_r023_c013.png,1,23,13,1868,1460,33,35,389,
img1_r023_c014.png,1,23,14,2084,1437,25,51,750,
img1_r023_c015.png,1,23,15,2133,1435,23,25,229,
img1_r024_c000.png,1,24,0,97,1505,21,54,308,
img1_r024_c001.png,1,24,1,348,1480,27,38,753,
img1_r024_c002.png,1,24,2,550,1492,27,25,232,
img1_r024_c003.png,1,24,3,640,1480,30,48,442,
img1_r024_c004.png,1,24,4,731,1467,31,62,552,
img1_r024_c005.png,1,24,5,879,1529,35,29,248,
img1_r024_c006.png,1,24,6,933,1531,25,25,238,
img1_r024_c007.png,1,24,7,958,1530,28,29,162,
img1_r024_c008.png,1,24,8,991,1490,50,19,221,
img1_r024_c009.png,1,24,9,1002,1532,22,28,177,
img1_r024_c010.png,1,24,10,1078,1496,28,25,212,
img1_r024_c011.png,1,24,11,1222,1488,26,34,145,
img1_r024_c012.png,1,24,12,1405,1533,21,27,435,
img1_r024_c013.png,1,24,13,1544,1529,29,40,238,
img1_r024_c014.png,1,24,14,1937,1468,15,22,151,
img1_r024_c015.png,1,24,15,2089,1524,28,47,743,
img1_r024_c016.png,1,24,16,2112,1484,30,26,165,
img1_r024_c017.png,1,24,17,2141,1515,21,19,197,
img1_r024_c018.png,1,24,18,2281,1488,21,23,150,
img1_r024_c019.png,1,24,19,2299,1489,48,25,237,
img1_r024_c020.png,1,24,20,2495,1488,22,26,144,
img1_r024_c021.png,1,24,21,2556,1487,42,17,157,
img1_r024_c022.png,1,24,22,2665,1486,15,30,123,
img1_r025_c000.png,1,25,0,924,1573,30,62,904,
img1_r025_c001.png,1,25,1,1029,1536,17,26,153,
img1_r025_c002.png,1,25,2,1132,1536,17,29,122,
img1_r025_c003.png,1,25,3,1650,1545,25,48,421,
img1_r025_c004.png,1,25,4,1757,1545,38,41,464,
img1_r025_c005.png,1,25,5,1875,1534,35,42,573,
img1_r025_c006.png,1,25,6,1942,1549,15,26,179,
img1_r026_c000.png,1,26,0,349,1611,31,40,935,
img1_r026_c001.png,1,26,1,434,1608,13,35,198,
img1_r026_c002.png,1,26,2,521,1605,40,47,455,
img1_r026_c003.png,1,26,3,639,1609,26,48,429,
img1_r026_c004.png,1,26,4,724,1599,21,63,348,
img1_r026_c005.png,1,26,5,745,1604,20,30,153,
img1_r026_c006.png,1,26,6,840,1590,35,52,518,
img1_r026_c007.png,1,26,7,1044,1584,29,33,165,
img1_r026_c008.png,1,26,8,1105,1581,26,58,917,
img1_r026_c009.png,1,26,9,1147,1583,29,46,245,
img1_r026_c010.png,1,26,10,1406,1616,29,28,600,
img1_r026_c011.png,1,26,11,1472,1621,14,36,201,
img1_r026_c012.png,1,26,12,1553,1622,29,45,324,
img1_r026_c013.png,1,26,13,1657,1627,17,41,188,
img1_r026_c014.png,1,26,14,1760,1618,14,23,133,
img1_r026_c015.png,1,26,15,1869,1617,28,41,317,
img1_r026_c016.png,1,26,16,1951,1630,11,24,125,
img1_r026_c017.png,1,26,17,2103,1594,27,50,705,
img1_r026_c018.png,1,26,18,2164,1593,19,48,240,
img1_r027_c000.png,1,27,0,15,1712,76,29,161,
img1_r027_c001.png,1,27,1,344,1721,26,31,580,
img1_r027_c002.png,1,27,2,529,1718,37,36,342,
img1_r027_c003.png,1,27,3,648,1711,26,54,505,
img1_r027_c004.png,1,27,4,713,1704,19,63,359,
img1_r027_c005.png,1,27,5,732,1717,20,36,223,
img1_r027_c006.png,1,27,6,829,1719,40,49,764,
img1_r027_c007.png,1,27,7,916,1700,25,59,642,
img1_r027_c008.png,1,27,8,1052,1704,26,49,386,
img1_r027_c009.png,1,27,9,1111,1696,26,60,836,
img1_r027_c010.png,1,27,10,1150,1695,29,29,257,
img1_r027_c011.png,1,27,11,1387,1730,32,34,419,
img1_r027_c012.png,1,27,12,1554,1715,31,39,227,
img1_r027_c013.png,1,27,13,1654,1711,24,46,354,
img1_r027_c014.png,1,27,14,1753,1706,23,50,283,
img1_r027_c015.png,1,27,15,1776,1715,19,22,131,
img1_r027_c016.png,1,27,16,1863,1705,30,46,406,
img1_r027_c017.png,1,27,17,1959,1714,12,28,143,
img1_r027_c018.png,1,27,18,2031,1690,30,53,278,
img1_r027_c019.png,1,27,19,2110,1684,27,61,818,
img1_r027_c020.png,1,27,20,2166,1686,22,28,149,
img1_r028_c000.png,1,28,0,330,1841,32,25,512,
img1_r028_c001.png,1,28,1,520,1841,37,36,341,
img1_r028_c002.png,1,28,2,634,1836,27,50,450,
img1_r028_c003.png,1,28,3,840,1821,42,52,698,
img1_r028_c004.png,1,28,4,922,1814,21,58,664,
img1_r028_c005.png,1,28,5,1053,1826,21,43,272,
img1_r028_c006.png,1,28,6,1101,1815,26,58,892,
img1_r028_c007.png,1,28,7,1135,1819,22,23,192,
img1_r028_c008.png,1,28,8,1395,1815,25,30,526,
img1_r028_c009.png,1,28,9,1462,1815,13,34,180,
img1_r028_c010.png,1,28,10,1557,1815,26,33,200,
img1_r028_c011.png,1,28,11,1658,1815,22,41,410,
img1_r028_c012.png,1,28,12,1864,1806,31,45,375,
img1_r028_c013.png,1,28,13,1940,1793,29,47,613,
img1_r028_c014.png,1,28,14,2058,1811,17,31,189,
img1_r028_c015.png,1,28,15,2111,1785,32,54,688,
img1_r028_c016.png,1,28,16,2170,1784,21,46,260,
img1_r029_c000.png,1,29,0,401,1847,12,32,172,
img1_r029_c001.png,1,29,1,2053,1897,25,34,269,
img1_r029_c002.png,1,29,2,2117,1885,28,46,694,
img1_r030_c000.png,1,30,0,12,1938,44,15,144,
img1_r030_c001.png,1,30,1,644,1946,22,48,428,
img1_r030_c002.png,1,30,2,734,1942,37,44,594,
img1_r030_c003.png,1,30,3,847,1931,30,57,528,
img1_r030_c004.png,1,30,4,916,1934,25,53,715,
img1_r030_c005.png,1,30,5,1044,1942,18,42,272,
img1_r030_c006.png,1,30,6,1099,1927,34,57,1071,
img1_r030_c007.png,1,30,7,1144,1927,19,26,203,
img1_r030_c008.png,1,30,8,1399,1922,28,26,325,
img1_r030_c009.png,1,30,9,1552,1918,29,29,227,
img1_r030_c010.png,1,30,10,1659,1910,20,46,351,
img1_r030_c011.png,1,30,11,1743,1907,12,27,146,
img1_r030_c012.png,1,30,12,1862,1910,26,42,396,
img1_r030_c013.png,1,30,13,1927,1904,23,39,403,
img1_r031_c000.png,1,31,0,325,1967,22,27,385,
img1_r031_c001.png,1,31,1,503,1960,35,41,387,
img1_r031_c002.png,1,31,2,1402,2004,26,35,691,
img1_r031_c003.png,1,31,3,1556,2004,31,40,234,
img1_r031_c004.png,1,31,4,1659,2000,21,42,318,
img1_r031_c005.png,1,31,5,1862,1996,26,41,338,
img1_r031_c006.png,1,31,6,1934,1988,20,40,423,
img1_r031_c007.png,1,31,7,2049,1994,28,35,215,
img1_r031_c008.png,1,31,8,2123,1967,29,59,958,
img1_r031_c009.png,1,31,9,2181,1973,31,32,324,
