filename,img_source,row,col,x,y,w,h,area,digit_label
img1_r003_c013.png,1,3,13,1822,197,25,41,303,5
img1_r003_c014.png,1,3,14,1900,195,21,46,518,6
img1_r003_c015.png,1,3,15,1973,197,26,39,268,7
img1_r003_c016.png,1,3,16,2033,183,24,53,585,8
img1_r003_c017.png,1,3,17,2096,175,24,56,451,9
img1_r003_c018.png,1,3,18,2611,201,125,73,757,0
img1_r003_c019.png,1,3,19,2629,187,180,26,882,2
img1_r004_c000.png,1,4,0,1902,273,26,50,534,6
img1_r004_c001.png,1,4,1,2037,270,21,52,700,8
img1_r004_c002.png,1,4,2,2085,260,30,55,437,9
img1_r004_c003.png,1,4,3,2739,252,176,27,871,2
img1_r005_c000.png,1,5,0,93,284,52,20,288,2
img1_r005_c001.png,1,5,1,441,277,29,32,331,0
img1_r005_c002.png,1,5,2,515,284,13,31,161,1
img1_r005_c003.png,1,5,3,620,283,28,33,251,2
img1_r005_c004.png,1,5,4,669,283,23,35,254,3
img1_r005_c005.png,1,5,5,735,281,34,45,391,4
img1_r005_c006.png,1,5,6,815,291,25,35,395,5
img1_r005_c007.png,1,5,7,892,281,24,38,481,6
img1_r005_c008.png,1,5,8,991,284,24,47,285,7
img1_r005_c009.png,1,5,9,1059,286,19,47,468,8
img1_r005_c010.png,1,5,10,1096,276,32,56,456,9
img1_r005_c011.png,1,5,11,1370,285,34,38,406,0
img1_r005_c012.png,1,5,12,1671,297,25,38,275,3
img1_r005_c013.png,1,5,13,1746,284,36,38,400,4
img1_r005_c014.png,1,5,14,1823,287,24,35,258,5
img1_r005_c015.png,1,5,15,1975,287,21,33,212,7
img1_r005_c016.png,1,5,16,2665,276,115,63,721,2
img1_r005_c017.png,1,5,17,2810,322,105,21,486,2
img1_r006_c000.png,1,6,0,434,362,22,24,369,0
img1_r006_c001.png,1,6,1,675,358,20,35,240,3
img1_r006_c002.png,1,6,2,723,353,33,47,409,4
img1_r006_c003.png,1,6,3,812,361,39,40,395,5
img1_r006_c004.png,1,6,4,882,353,29,46,395,6
img1_r006_c005.png,1,6,5,979,367,32,44,321,7
img1_r006_c006.png,1,6,6,1059,367,22,48,610,8
img1_r006_c007.png,1,6,7,1104,364,23,49,451,9
img1_r006_c008.png,1,6,8,1369,371,24,34,574,0
img1_r006_c009.png,1,6,9,1677,368,18,34,227,3
img1_r006_c010.png,1,6,10,1761,362,33,49,395,4
img1_r006_c011.png,1,6,11,1833,374,26,33,354,5
img1_r006_c012.png,1,6,12,1891,364,20,44,408,6
img1_r006_c013.png,1,6,13,1954,362,30,44,302,7
img1_r006_c014.png,1,6,14,2030,353,25,47,696,8
img1_r006_c015.png,1,6,15,2089,349,25,47,496,9
img1_r006_c016.png,1,6,16,2716,339,204,73,1156,2
img1_r007_c000.png,1,7,0,2771,407,165,181,1170,7
img1_r008_c000.png,1,8,0,424,439,27,27,447,8
img1_r008_c001.png,1,8,1,667,433,21,37,276,3
img1_r008_c002.png,1,8,2,714,432,25,41,352,4
img1_r008_c003.png,1,8,3,794,440,28,36,285,5
img1_r008_c004.png,1,8,4,886,428,25,52,592,6
img1_r008_c005.png,1,8,5,985,439,26,52,364,7
img1_r008_c006.png,1,8,6,1058,441,23,51,542,8
img1_r008_c007.png,1,8,7,1098,438,29,51,453,9
img1_r008_c008.png,1,8,8,1378,445,22,32,517,0
img1_r008_c009.png,1,8,9,1669,452,17,31,239,1
img1_r008_c010.png,1,8,10,1748,438,36,52,462,4
img1_r008_c011.png,1,8,11,1827,451,21,34,249,5
img1_r008_c012.png,1,8,12,1885,442,27,44,572,6
img1_r008_c013.png,1,8,13,1943,439,32,41,317,7
img1_r008_c014.png,1,8,14,2022,426,28,53,509,8
img1_r008_c015.png,1,8,15,2086,418,28,50,397,9
img1_r009_c000.png,1,9,0,163,505,35,12,150,5
img1_r009_c001.png,1,9,1,483,516,13,30,164,1
img1_r009_c002.png,1,9,2,651,517,22,33,282,3
img1_r009_c003.png,1,9,3,697,511,34,44,437,4
img1_r009_c004.png,1,9,4,792,513,38,42,436,5
img1_r009_c005.png,1,9,5,883,516,17,46,376,6
img1_r009_c006.png,1,9,6,974,530,23,44,314,7
img1_r009_c007.png,1,9,7,1051,520,24,53,680,8
img1_r009_c008.png,1,9,8,1091,517,28,52,503,9
img1_r009_c009.png,1,9,9,1381,522,21,25,365,0
img1_r009_c010.png,1,9,10,1671,513,20,39,293,3
img1_r009_c011.png,1,9,11,1754,510,35,40,410,4
img1_r009_c012.png,1,9,12,1826,513,27,43,417,5
img1_r009_c013.png,1,9,13,1890,513,24,45,530,6
img1_r009_c014.png,1,9,14,1958,516,23,36,258,7
img1_r009_c015.png,1,9,15,2017,501,24,49,759,8
img1_r009_c016.png,1,9,16,2072,487,26,55,407,4
img1_r010_c000.png,1,10,0,198,553,34,71,367,1
img1_r010_c001.png,1,10,1,400,593,26,26,481,0
img1_r010_c002.png,1,10,2,479,592,15,36,191,1
img1_r010_c003.png,1,10,3,600,586,20,30,216,2
img1_r010_c004.png,1,10,4,643,583,22,33,264,3
img1_r010_c005.png,1,10,5,691,573,34,43,443,4
img1_r010_c006.png,1,10,6,792,588,25,36,436,5
img1_r010_c007.png,1,10,7,877,583,19,47,435,6
img1_r010_c008.png,1,10,8,969,599,18,40,286,1
img1_r010_c009.png,1,10,9,1056,592,25,46,690,8
img1_r010_c010.png,1,10,10,1093,590,28,53,506,9
img1_r010_c011.png,1,10,11,1383,590,22,26,408,0
img1_r010_c012.png,1,10,12,1473,588,14,36,209,1
img1_r010_c013.png,1,10,13,1572,598,30,27,275,2
img1_r010_c014.png,1,10,14,1652,582,25,41,349,3
img1_r010_c015.png,1,10,15,1749,589,32,40,403,4
img1_r010_c016.png,1,10,16,1830,585,25,41,315,5
img1_r010_c017.png,1,10,17,1888,582,20,45,487,6
img1_r010_c018.png,1,10,18,1958,583,22,38,293,7
img1_r010_c019.png,1,10,19,2020,575,23,51,798,8
img1_r010_c020.png,1,10,20,2067,567,29,54,487,9
img1_r010_c021.png,1,10,21,2906,584,16,20,161,7
img1_r011_c000.png,1,11,0,165,638,56,48,422,0
img1_r011_c001.png,1,11,1,405,664,18,30,393,0
img1_r011_c002.png,1,11,2,486,652,15,45,247,1
img1_r011_c003.png,1,11,3,595,666,32,28,294,2
img1_r011_c004.png,1,11,4,662,657,22,39,310,3
img1_r011_c005.png,1,11,5,700,651,31,45,439,4
img1_r011_c006.png,1,11,6,788,670,27,37,384,5
img1_r011_c007.png,1,11,7,889,654,25,52,646,6
img1_r011_c008.png,1,11,8,985,669,32,52,486,7
img1_r011_c009.png,1,11,9,1068,668,24,51,799,8
img1_r011_c010.png,1,11,10,1101,667,22,49,432,9
img1_r011_c011.png,1,11,11,1377,654,23,28,466,0
img1_r011_c012.png,1,11,12,1467,650,13,37,211,1
img1_r011_c013.png,1,11,13,1577,653,29,32,306,2
img1_r011_c014.png,1,11,14,1656,654,23,35,316,3
img1_r011_c015.png,1,11,15,1750,647,36,48,482,4
img1_r011_c016.png,1,11,16,1826,662,24,34,310,5
img1_r011_c017.png,1,11,17,1884,651,21,43,415,6
img1_r011_c018.png,1,11,18,1951,652,26,40,323,7
img1_r011_c019.png,1,11,19,2014,641,25,52,828,8
img1_r011_c020.png,1,11,20,2070,635,26,53,582,9
img1_r012_c000.png,1,12,0,138,721,74,36,517,0
img1_r012_c001.png,1,12,1,384,746,34,29,683,0
img1_r012_c002.png,1,12,2,586,745,30,40,305,2
img1_r012_c003.png,1,12,3,655,741,23,45,353,3
img1_r012_c004.png,1,12,4,699,739,34,50,544,4
img1_r012_c005.png,1,12,5,1058,743,27,50,833,8
img1_r012_c006.png,1,12,6,1106,738,23,52,572,9
img1_r012_c007.png,1,12,7,1380,731,22,30,487,0
img1_r012_c008.png,1,12,8,1466,728,13,38,234,1
img1_r012_c009.png,1,12,9,1657,729,20,32,277,3
img1_r012_c010.png,1,12,10,1753,731,34,41,441,4
img1_r012_c011.png,1,12,11,1827,733,29,35,348,5
img1_r012_c012.png,1,12,12,1888,719,24,49,623,6
img1_r012_c013.png,1,12,13,1951,725,28,38,329,7
img1_r012_c014.png,1,12,14,2014,718,22,51,647,8
img1_r012_c015.png,1,12,15,2065,708,28,51,621,9
img1_r013_c000.png,1,13,0,113,759,94,100,1125,0
img1_r013_c001.png,1,13,1,783,747,38,49,524,5
img1_r013_c002.png,1,13,2,881,748,27,49,659,6
img1_r013_c003.png,1,13,3,983,754,31,42,390,7
img1_r013_c004.png,1,13,4,2093,775,24,51,511,9
img1_r014_c000.png,1,14,0,124,796,54,22,299,2
img1_r014_c001.png,1,14,1,375,819,28,31,342,0
img1_r014_c002.png,1,14,2,482,815,14,35,206,1
img1_r014_c003.png,1,14,3,576,822,34,39,352,2
img1_r014_c004.png,1,14,4,672,813,33,51,618,3
img1_r014_c005.png,1,14,5,715,818,31,51,488,4
img1_r014_c006.png,1,14,6,890,822,17,46,381,6
img1_r014_c007.png,1,14,7,989,821,26,37,302,7
img1_r014_c008.png,1,14,8,1054,810,28,55,896,8
img1_r014_c009.png,1,14,9,1098,805,30,64,565,9
img1_r014_c010.png,1,14,10,1391,815,20,19,286,0
img1_r014_c011.png,1,14,11,1467,802,14,35,202,1
img1_r014_c012.png,1,14,12,1578,813,31,30,276,2
img1_r014_c013.png,1,14,13,1652,805,22,42,345,3
img1_r014_c014.png,1,14,14,1752,798,37,50,571,4
img1_r014_c015.png,1,14,15,1840,792,30,44,427,5
img1_r014_c016.png,1,14,16,1901,792,21,47,527,6
img1_r014_c017.png,1,14,17,1963,801,31,45,391,7
img1_r014_c018.png,1,14,18,2031,791,22,42,546,8
img1_r015_c000.png,1,15,0,798,831,31,47,522,5
img1_r016_c000.png,1,16,0,0,860,194,77,1517,0
img1_r016_c001.png,1,16,1,566,910,32,34,348,2
img1_r016_c002.png,1,16,2,662,906,21,41,319,3
img1_r016_c003.png,1,16,3,709,905,33,50,488,4
img1_r016_c004.png,1,16,4,893,904,23,52,603,6
img1_r016_c005.png,1,16,5,986,904,31,48,397,7
img1_r016_c006.png,1,16,6,1055,895,28,52,831,8
img1_r016_c007.png,1,16,7,1109,889,30,53,530,9
img1_r016_c008.png,1,16,8,1371,889,24,31,332,2
img1_r016_c009.png,1,16,9,1585,876,30,35,311,2
img1_r016_c010.png,1,16,10,1657,885,24,38,357,3
img1_r016_c011.png,1,16,11,1751,879,35,44,530,4
img1_r016_c012.png,1,16,12,1866,878,32,45,475,5
img1_r016_c013.png,1,16,13,1912,875,23,46,540,6
img1_r016_c014.png,1,16,14,1977,877,29,48,369,7
img1_r016_c015.png,1,16,15,2040,871,21,50,693,8
img1_r016_c016.png,1,16,16,2099,861,28,47,447,9
img1_r017_c000.png,1,17,0,98,915,44,18,217,7
img1_r017_c001.png,1,17,1,133,939,51,44,497,0
img1_r017_c002.png,1,17,2,370,914,29,29,603,0
img1_r017_c003.png,1,17,3,796,913,38,47,566,5
img1_r017_c004.png,1,17,4,2978,915,33,22,229,0
img1_r018_c000.png,1,18,0,668,984,16,42,309,3
img1_r018_c001.png,1,18,1,882,983,25,44,537,6
img1_r018_c002.png,1,18,2,1111,970,29,57,755,9
img1_r018_c003.png,1,18,3,1582,973,32,40,362,2
img1_r018_c004.png,1,18,4,1673,981,28,41,441,3
img1_r018_c005.png,1,18,5,1767,970,38,55,638,4
img1_r018_c006.png,1,18,6,1871,974,34,43,575,5
img1_r018_c007.png,1,18,7,1926,964,23,56,668,6
img1_r018_c008.png,1,18,8,1989,965,34,48,450,7
img1_r018_c009.png,1,18,9,2060,954,22,50,726,8
img1_r018_c010.png,1,18,10,2098,950,32,59,580,9
img1_r018_c011.png,1,18,11,2986,957,42,25,225,0
img1_r019_c000.png,1,19,0,0,984,177,86,1371,0
img1_r019_c001.png,1,19,1,369,1001,23,23,337,0
img1_r019_c002.png,1,19,2,456,993,13,36,227,1
img1_r019_c003.png,1,19,3,571,995,30,35,333,2
img1_r019_c004.png,1,19,4,706,985,41,46,489,4
img1_r019_c005.png,1,19,5,792,989,39,39,505,5
img1_r019_c006.png,1,19,6,1000,987,24,46,354,7
img1_r019_c007.png,1,19,7,1068,985,24,48,595,8
img1_r019_c008.png,1,19,8,1391,985,27,42,848,0
img1_r020_c000.png,1,20,0,68,1068,96,73,797,0
img1_r020_c001.png,1,20,1,368,1076,30,42,920,0
img1_r020_c002.png,1,20,2,541,1082,34,32,324,2
img1_r020_c003.png,1,20,3,654,1074,21,39,336,3
img1_r020_c004.png,1,20,4,721,1063,38,59,626,4
img1_r020_c005.png,1,20,5,808,1070,29,45,408,5
img1_r020_c006.png,1,20,6,898,1066,29,58,885,6
img1_r020_c007.png,1,20,7,986,1071,25,41,350,7
img1_r020_c008.png,1,20,8,1063,1054,30,59,995,8
img1_r020_c009.png,1,20,9,1115,1055,38,68,720,9
img1_r020_c010.png,1,20,10,1400,1072,25,41,762,8
img1_r020_c011.png,1,20,11,1477,1076,13,35,191,1
img1_r020_c012.png,1,20,12,1584,1076,32,36,377,2
img1_r020_c013.png,1,20,13,1679,1076,19,38,311,3
img1_r020_c014.png,1,20,14,1777,1083,40,45,544,4
img1_r020_c015.png,1,20,15,1876,1077,34,44,550,5
img1_r020_c016.png,1,20,16,1936,1065,24,57,666,6
img1_r020_c017.png,1,20,17,1999,1070,32,52,470,7
img1_r020_c018.png,1,20,18,2069,1058,24,58,867,8
img1_r020_c019.png,1,20,19,2108,1057,28,62,581,9
img1_r021_c000.png,1,21,0,0,1144,152,49,1047,0
img1_r021_c001.png,1,21,1,44,1196,103,37,668,0
img1_r021_c002.png,1,21,2,379,1173,25,26,465,0
img1_r021_c003.png,1,21,3,466,1171,10,30,187,1
img1_r021_c004.png,1,21,4,549,1175,30,32,339,2
img1_r021_c005.png,1,21,5,653,1168,21,45,377,3
img1_r021_c006.png,1,21,6,724,1165,39,45,623,8
img1_r021_c007.png,1,21,7,807,1173,35,45,695,5
img1_r021_c008.png,1,21,8,899,1166,25,52,665,6
img1_r021_c009.png,1,21,9,999,1174,28,45,367,7
img1_r021_c010.png,1,21,10,1075,1167,23,49,672,8
img1_r021_c011.png,1,21,11,1117,1155,29,62,525,9
img1_r021_c012.png,1,21,12,1400,1176,22,25,383,0
img1_r021_c013.png,1,21,13,1455,1130,71,142,1128,1
img1_r021_c014.png,1,21,14,1566,1179,38,35,380,2
img1_r021_c015.png,1,21,15,1662,1176,26,46,404,3
img1_r021_c016.png,1,21,16,1767,1173,44,50,599,4
img1_r021_c017.png,1,21,17,1871,1171,40,40,577,5
img1_r021_c018.png,1,21,18,1934,1158,27,54,655,6
img1_r021_c019.png,1,21,19,1988,1166,38,47,487,7
img1_r021_c020.png,1,21,20,2069,1156,31,54,962,8
img1_r021_c021.png,1,21,21,2114,1149,29,59,596,4
img1_r022_c000.png,1,22,0,123,1235,21,54,400,1
img1_r022_c001.png,1,22,1,364,1259,24,33,508,0
img1_r022_c002.png,1,22,2,529,1274,28,31,298,2
img1_r022_c003.png,1,22,3,637,1273,21,39,312,3
img1_r022_c004.png,1,22,4,730,1261,31,50,561,9
img1_r022_c005.png,1,22,5,819,1265,38,44,521,5
img1_r022_c006.png,1,22,6,912,1253,26,53,611,6
img1_r022_c007.png,1,22,7,1011,1255,25,40,321,7
img1_r022_c008.png,1,22,8,1082,1249,26,52,874,8
img1_r022_c009.png,1,22,9,1133,1242,25,52,564,9
img1_r022_c010.png,1,22,10,1408,1275,22,23,282,0
img1_r022_c011.png,1,22,11,1865,1278,44,42,620,5
img1_r022_c012.png,1,22,12,1936,1264,19,56,509,6
img1_r022_c013.png,1,22,13,2000,1266,29,52,451,7
img1_r022_c014.png,1,22,14,2077,1255,29,51,819,8
img1_r022_c015.png,1,22,15,2130,1249,31,59,665,9
img1_r023_c000.png,1,23,0,105,1290,35,59,509,1
img1_r023_c001.png,1,23,1,1571,1282,36,27,287,2
img1_r023_c002.png,1,23,2,1663,1282,23,39,333,3
img1_r023_c003.png,1,23,3,1758,1282,43,48,593,4
img1_r024_c000.png,1,24,0,0,1338,134,80,1296,0
img1_r024_c001.png,1,24,1,367,1366,19,20,261,0
img1_r024_c002.png,1,24,2,467,1349,16,46,283,1
img1_r024_c003.png,1,24,3,540,1359,27,32,304,2
img1_r024_c004.png,1,24,4,616,1376,43,39,462,3
img1_r024_c005.png,1,24,5,731,1365,35,45,549,4
img1_r024_c006.png,1,24,6,833,1366,23,40,322,5
img1_r024_c007.png,1,24,7,931,1349,18,51,534,6
img1_r024_c008.png,1,24,8,1025,1339,33,42,390,7
img1_r024_c009.png,1,24,9,1099,1334,26,58,770,8
img1_r024_c010.png,1,24,10,1141,1334,23,55,460,7
img1_r024_c011.png,1,24,11,1175,1339,14,29,152,1
img1_r024_c012.png,1,24,12,1405,1361,27,34,700,0
img1_r024_c013.png,1,24,13,1566,1362,40,35,351,2
img1_r024_c014.png,1,24,14,1663,1374,27,42,369,3
img1_r024_c015.png,1,24,15,1758,1366,39,54,529,4
img1_r024_c016.png,1,24,16,1862,1376,36,42,481,5
img1_r024_c017.png,1,24,17,1928,1363,22,53,586,6
img1_r024_c018.png,1,24,18,1995,1353,28,48,364,7
img1_r024_c019.png,1,24,19,2070,1359,31,49,767,8
img1_r024_c020.png,1,24,20,2127,1355,31,54,523,9
img1_r025_c000.png,1,25,0,0,1416,36,12,171,7
img1_r025_c001.png,1,25,1,0,1428,125,43,776,0
img1_r026_c000.png,1,26,0,730,1466,31,62,551,4
img1_r026_c001.png,1,26,1,848,1466,29,55,442,5
img1_r026_c002.png,1,26,2,927,1454,30,68,829,6
img1_r026_c003.png,1,26,3,1037,1455,28,51,424,7
img1_r026_c004.png,1,26,4,1101,1451,30,59,940,8
img1_r026_c005.png,1,26,5,1150,1453,25,64,623,9
img1_r026_c006.png,1,26,6,1407,1454,21,30,441,0
img1_r026_c007.png,1,26,7,1557,1458,30,33,299,2
img1_r026_c008.png,1,26,8,1665,1458,21,41,333,3
img1_r026_c009.png,1,26,9,1759,1452,36,44,443,4
img1_r026_c010.png,1,26,10,1867,1452,41,42,539,5
img1_r026_c011.png,1,26,11,1930,1439,21,50,386,6
img1_r026_c012.png,1,26,12,2009,1439,28,51,374,7
img1_r026_c013.png,1,26,13,2083,1436,25,51,750,8
img1_r026_c014.png,1,26,14,2132,1434,31,60,603,9
img1_r027_c000.png,1,27,0,347,1479,27,38,753,0
img1_r027_c001.png,1,27,1,639,1479,30,48,442,3
img1_r027_c002.png,1,27,2,2140,1508,31,61,562,9
img1_r027_c003.png,1,27,3,2298,1488,48,25,181,9
img1_r028_c000.png,1,28,0,878,1528,35,29,218,7
img1_r028_c001.png,1,28,1,1404,1532,21,27,435,0
img1_r028_c002.png,1,28,2,1543,1528,39,42,378,2
img1_r028_c003.png,1,28,3,1649,1544,25,48,421,3
img1_r028_c004.png,1,28,4,1756,1544,38,41,463,4
img1_r028_c005.png,1,28,5,1874,1533,44,42,694,5
img1_r028_c006.png,1,28,6,1934,1519,22,55,593,6
img1_r028_c007.png,1,28,7,2025,1523,30,47,383,7
img1_r028_c008.png,1,28,8,2088,1523,28,47,742,8
img1_r029_c000.png,1,29,0,348,1610,31,40,935,0
img1_r029_c001.png,1,29,1,433,1607,13,35,198,1
img1_r029_c002.png,1,29,2,520,1604,40,47,454,2
img1_r029_c003.png,1,29,3,638,1608,26,48,429,3
img1_r029_c004.png,1,29,4,723,1598,41,63,697,4
img1_r029_c005.png,1,29,5,839,1586,53,55,1030,5
img1_r029_c006.png,1,29,6,923,1572,30,62,904,6
img1_r029_c007.png,1,29,7,1043,1583,29,55,391,7
img1_r029_c008.png,1,29,8,1104,1580,26,58,917,8
img1_r029_c009.png,1,29,9,1146,1582,29,47,441,9
img1_r029_c010.png,1,29,10,1405,1615,29,28,600,0
img1_r029_c011.png,1,29,11,1471,1620,14,36,201,1
img1_r029_c012.png,1,29,12,1759,1617,42,45,541,4
img1_r029_c013.png,1,29,13,1868,1616,28,41,317,5
img1_r029_c014.png,1,29,14,1943,1611,18,42,425,6
img1_r029_c015.png,1,29,15,2029,1607,30,38,310,7
img1_r029_c016.png,1,29,16,2102,1593,27,50,704,8
img1_r029_c017.png,1,29,17,2163,1592,28,48,439,9
img1_r030_c000.png,1,30,0,1552,1621,29,45,324,2
img1_r030_c001.png,1,30,1,1656,1626,22,41,325,3
img1_r031_c000.png,1,31,0,343,1720,26,31,579,0
img1_r031_c001.png,1,31,1,528,1717,37,36,341,2
img1_r031_c002.png,1,31,2,647,1710,26,54,502,3
img1_r031_c003.png,1,31,3,712,1703,39,63,673,4
img1_r031_c004.png,1,31,4,828,1718,40,49,762,5
img1_r031_c005.png,1,31,5,915,1699,25,59,640,6
img1_r031_c006.png,1,31,6,1051,1703,26,49,382,7
img1_r031_c007.png,1,31,7,1110,1695,26,60,835,8
img1_r031_c008.png,1,31,8,1149,1694,29,59,607,9
img1_r031_c009.png,1,31,9,1386,1729,32,34,417,0
img1_r031_c010.png,1,31,10,1553,1714,34,39,340,2
img1_r031_c011.png,1,31,11,1653,1710,24,46,354,8
img1_r031_c012.png,1,31,12,1752,1705,42,53,622,4
img1_r031_c013.png,1,31,13,1862,1704,30,46,406,5
img1_r031_c014.png,1,31,14,1951,1683,19,58,565,6
img1_r031_c015.png,1,31,15,2030,1689,30,53,392,7
img1_r031_c016.png,1,31,16,2109,1683,27,61,817,8
img1_r031_c017.png,1,31,17,2165,1685,22,53,403,9
img1_r032_c000.png,1,32,0,921,1813,21,58,663,6
img1_r032_c001.png,1,32,1,1100,1814,26,58,892,8
img1_r032_c002.png,1,32,2,1394,1814,25,30,526,0
img1_r032_c003.png,1,32,3,1461,1814,13,34,179,1
img1_r032_c004.png,1,32,4,1550,1814,33,40,331,2
img1_r032_c005.png,1,32,5,1657,1814,22,41,410,3
img1_r032_c006.png,1,32,6,1755,1811,31,47,488,4
img1_r032_c007.png,1,32,7,1863,1800,39,50,512,5
img1_r032_c008.png,1,32,8,1939,1792,29,47,613,6
img1_r032_c009.png,1,32,9,2040,1801,34,40,326,7
img1_r032_c010.png,1,32,10,2110,1784,32,54,687,8
img1_r032_c011.png,1,32,11,2169,1783,29,46,447,9
img1_r033_c000.png,1,33,0,329,1840,32,25,512,0
img1_r033_c001.png,1,33,1,400,1846,12,32,172,1
img1_r033_c002.png,1,33,2,519,1840,37,36,340,2
img1_r033_c003.png,1,33,3,633,1835,27,50,447,3
img1_r033_c004.png,1,33,4,723,1825,35,54,567,4
img1_r033_c005.png,1,33,5,839,1822,31,50,655,5
img1_r033_c006.png,1,33,6,1042,1818,31,50,437,7
img1_r033_c007.png,1,33,7,1134,1816,31,61,538,9
img1_r034_c000.png,1,34,0,1398,1921,28,26,324,0
img1_r034_c001.png,1,34,1,1550,1917,31,35,315,2
img1_r034_c002.png,1,34,2,1658,1909,20,46,351,3
img1_r034_c003.png,1,34,3,1742,1906,41,45,531,4
img1_r034_c004.png,1,34,4,1861,1907,35,44,536,5
img1_r034_c005.png,1,34,5,1926,1903,23,39,403,6
img1_r034_c006.png,1,34,6,2052,1896,25,34,269,7
img1_r034_c007.png,1,34,7,2116,1884,28,46,694,8
img1_r034_c008.png,1,34,8,2177,1875,25,49,430,9
img1_r035_c000.png,1,35,0,502,1959,35,41,387,2
img1_r035_c001.png,1,35,1,643,1945,22,48,389,3
img1_r035_c002.png,1,35,2,733,1941,37,44,593,4
img1_r035_c003.png,1,35,3,846,1930,30,57,525,5
img1_r035_c004.png,1,35,4,915,1933,25,53,715,6
img1_r035_c005.png,1,35,5,1030,1934,31,49,435,7
img1_r035_c006.png,1,35,6,1098,1926,34,57,1070,8
img1_r035_c007.png,1,35,7,1143,1923,28,66,598,9
img1_r036_c000.png,1,36,0,324,1966,22,27,384,0
img1_r036_c001.png,1,36,1,1401,2003,26,35,691,0
img1_r036_c002.png,1,36,2,1555,2003,32,40,327,2
img1_r036_c003.png,1,36,3,1658,1999,21,42,318,3
img1_r036_c004.png,1,36,4,1753,1995,34,46,456,4
img1_r036_c005.png,1,36,5,1861,1995,26,41,338,5
img1_r036_c006.png,1,36,6,1933,1987,20,40,422,6
img1_r036_c007.png,1,36,7,2042,1986,34,42,358,7
img1_r036_c008.png,1,36,8,2122,1966,29,59,707,8
img1_r036_c009.png,1,36,9,2180,1972,31,57,585,9
img1_r037_c000.png,1,37,0,730,2063,44,59,669,4
img1_r037_c001.png,1,37,1,851,2053,39,59,544,5
img1_r037_c002.png,1,37,2,920,2050,24,63,698,6
img1_r037_c003.png,1,37,3,1031,2052,42,51,501,7
img1_r037_c004.png,1,37,4,1100,2049,28,52,849,8
img1_r037_c005.png,1,37,5,1140,2044,37,62,632,4
img1_r037_c006.png,1,37,6,2181,2063,30,66,600,9
img1_r038_c000.png,1,38,0,2876,2066,68,137,616,4
img1_r039_c000.png,1,39,0,295,2091,33,31,682,0
img1_r039_c001.png,1,39,1,376,2095,14,40,226,1
img1_r039_c002.png,1,39,2,504,2080,35,46,391,2
img1_r039_c003.png,1,39,3,636,2066,31,52,446,3
img1_r039_c004.png,1,39,4,1399,2099,25,31,541,0
img1_r039_c005.png,1,39,5,1461,2098,11,30,165,1
img1_r039_c006.png,1,39,6,1552,2090,32,34,312,2
img1_r039_c007.png,1,39,7,1650,2092,24,48,394,3
img1_r039_c008.png,1,39,8,1742,2092,41,48,539,4
img1_r039_c009.png,1,39,9,1862,2091,26,47,387,5
img1_r039_c010.png,1,39,10,1927,2084,27,46,642,6
img1_r039_c011.png,1,39,11,2042,2076,38,51,450,7
img1_r039_c012.png,1,39,12,2124,2067,22,60,579,8
img1_r039_c013.png,1,39,13,2901,2092,43,63,301,8
img1_r040_c000.png,1,40,0,2871,2102,40,92,444,6
img1_r041_c000.png,1,41,0,292,2188,33,44,952,8
